name,type,lat,lng,address,rating,reviews,budget,time_h,mood,description,popular,source
Jain Derasar Vijapur,Temple,23.5673,72.739,Vijapur Mehsana Gujarat,4.3,670,Regular,1,Spiritual,Spiritual Jain temple with marble sculptures,No,Jain Sites
Mundra Windmill Farm,Energy Site,22.8591,69.7044,Mundra Kutch Gujarat,4.2,215,Regular,1,Relaxation,Expansive wind farm known for renewable energy,No,Local Guide/Info/Blogs
Khodiyar Dham Mandir,Temple,22.6559,72.991,Khodiyar Rajkot Gujarat,4.5,1220,Regular,1,Spiritual,Popular goddess Khodiyar temple with annual festivities,No,TripAdvisor
Ranjit Vilas Palace,Palace,22.3147,73.1829,Vadodara Gujarat,4.5,742,Moderate,2,Cultural,Beautifully preserved palace with lovely gardens,No,Local Guide/Info/Blogs
Koba Stepwell,Stepwell,23.2071,72.6547,Koba Gandhinagar Gujarat,4.5,152,Regular,1,Cultural,Small village stepwell known for intricacy,No,Local Guide/Info/Blogs
Rampura Lake,Urban Lake,22.7285,71.6395,Rampura Surendranagar Gujarat,4.4,158,Regular,1,Relaxation,Serene urban lake popular for morning walks,No,Local Guide/Info/Blogs
Vedchhi Eco Park,Nature Park,21.8013,70.3621,Vedchhi Jamnagar Gujarat,4.2,120,Regular,1.5,Relaxation,Small nature park with wildlife watch towers,No,Local Guide/Info/Blogs
Bhujar Talav,Lake,23.2384,69.6861,Bhuj Kutch Gujarat,4.2,400,Regular,1,Relaxation,Peaceful city lake with walking path,No,TripAdvisor
Botad Stepwell,Stepwell,22.1618,71.0887,Botad Gujarat,4,55,Regular,1,Cultural,Medieval underground water baori near market,No,Local Guide/Info/Blogs
Girnar Hill Sacred Trek,Hill,21.5386,70.4805,Junagadh Gujarat,4.7,8700,Moderate,4,Adventure,Steep climb through temples and sacred shrines with wild vistas,Yes,TripAdvisor
Vadodara Sayaji Baug Zoo,Zoo,22.3071,73.1829,Vadodara Gujarat,4.4,3400,Regular,2,Family,Historic gardens with zoological park planetarium museums,Yes,TripAdvisor
Palitana Shatrunjaya Hill,Temple Complex,21.5208,71.8176,Palitana Bhavnagar Gujarat,4.7,8500,Moderate,3,Spiritual,Massive Jain temple hill pilgrimage site scenic and peaceful,Yes,TripAdvisor
Jama Masjid Vadodara,Monument,22.2997,73.2187,Vadodara Gujarat,4.4,820,Regular,1,Cultural,Huge architectural mosque with grand pillars domes,No,Local Guide/Info/Blogs
Sardar Sarovar Dam,Landmark,21.834,73.7468,Narmada Gujarat,4.6,2320,Moderate,2,Cultural,Giant dam on Narmada river offers splendid viewpoints,Yes,TripAdvisor
Vastrapur Lakefront Amphitheatre,Urban Park,23.0378,72.5149,Vastrapur Ahmedabad Gujarat,4.2,480,Regular,1,Relaxation,Amphitheatre at city lake popular for youth gatherings events,No,Local Guide/Info/Blogs
Sun Temple Sidhpur,Heritage Site,23.9197,72.37,Sidhpur Patan Gujarat,4.4,200,Regular,1,Cultural,Ancient temple ruins known for Solanki architecture,No,Local Guide/Info/Blogs
Baroda Museum and Picture Gallery,Museum,22.2996,73.1987,Vadodara Gujarat,4.5,590,Regular,1,Cultural,Eminent museum home to art natural history and science collections,No,TripAdvisor
Zanzari Falls,Waterfall,22.196,72.578,Dehgam Gandhinagar Gujarat,4.2,370,Regular,1.5,Relaxation,Scenic waterfall ideal for picnics and adventure,No,Local Guide/Info/Blogs
Akshar River Cruise,Boat Ride,21.8346,73.7176,Kevadia Narmada Gujarat,4.5,580,Moderate,1,Relaxation,Popular river cruise near Statue of Unity with sunset views,Yes,TripAdvisor
Modhera Dance Festival Festival Grounds,Festival Grounds,23.5928,72.1357,Modhera Mehsana Gujarat,4.6,310,Regular,2,Cultural,Annual classical music and dance festival at Sun Temple,Yes,Gujarat Tourism
Traditional Kutchi Bhunga Village,Village,23.4465,69.6912,Banni Grasslands Kutch Gujarat,4.7,140,Regular,2,Cultural,Vibrant decorated round houses showcasing rural artistry,No,Local Guide/Info/Blogs
Vijay Nagar Polo Ruins,Heritage Site,23.1793,73.2648,Abhapur Sabarkantha Gujarat,4.5,250,Regular,1.5,Adventure,Ruin complex shrouded in thick forest famed for camping hiking,No,Local Guide/Info/Blogs
Jain Derasar Palitana,Temple,21.5199,71.8171,Palitana Bhavnagar Gujarat,4.8,830,Regular,2,Spiritual,Stunning marble temples with intricate stonework and holy aura,Yes,Jain Sites
Sardar Vallabhbhai Patel National Memorial,Museum,23.0538,72.6,Shahibaug Ahmedabad Gujarat,4.5,1200,Regular,1.2,Cultural,Museum in stately palace chronicling life of Sardar Patel,No,TripAdvisor
Marine National Park Jamnagar,Nature Reserve,22.3937,69.2811,Khodiyarbet Jamnagar Gujarat,4.6,920,Moderate,2,Relaxation,India’s only marine park with reefs dolphins and rich coral,No,Forest Dept
Navsari Dandi Memorial,Monument,21.6094,72.6938,Dandi Navsari Gujarat,4.4,122,Regular,1,Relaxation,Statue and park marking salt satyagraha by Mahatma Gandhi,Yes,TripAdvisor
Vadnagar Toran Gate,Historic Monument,23.7829,72.6381,Vadnagar Mehsana Gujarat,4.5,110,Regular,1,Cultural,12th century Indian gateway grand arches finely carved,No,Local Guide/Info/Blogs
Sarthana Nature Park,Zoo,21.2173,72.8593,Sarthana Surat Gujarat,4.3,1200,Regular,2,Family,Urban zoo and nature park for wildlife sightseeing,No,TripAdvisor
Shree Hanumanji Temple Sarangpur,Temple,22.5691,71.9931,Sarangpur Botad Gujarat,4.8,3640,Regular,1,Spiritual,Renowned Hanuman shrine known for exorcism rituals,Yes,TripAdvisor
Gandhinagar Infocity Park,Urban Park,23.1517,72.6781,Gandhinagar Gujarat,4.2,340,Regular,1,Relaxation,High-tech city park known for open air gym and greenery,No,Local Guide/Info/Blogs
Prag Mahal Palace,Palace,23.2441,69.6653,Bhuj Kutch Gujarat,4.3,870,Regular,1.5,Cultural,Vast palace mixing Italian Gothic and colonial elements,Yes,TripAdvisor
Sankheda Furniture Village,Village,22.2713,73.1161,Sankheda Chhota Udaipur Gujarat,4.4,133,Regular,1,Shopping,Village home to iconic lacquered wooden craft workshops,No,Local Guide/Info/Blogs
Palitana Market,Market,21.5223,71.8178,Palitana Bhavnagar Gujarat,4.2,212,Regular,1,Shopping,Busy street market for snacks textiles sacred souvenirs,No,Local Guide/Info/Blogs
Vapi GIDC Gardens,Urban Park,20.3754,72.9122,Vapi Valsad Gujarat,4.2,97,Regular,1,Relaxation,Neighborhood park in south Gujarat industrial town,No,Local Guide/Info/Blogs
Baliavad Lake,Lake,22.9249,71.9995,Baliavad Morbi Gujarat,4.1,34,Regular,1,Relaxation,Local lake used for angling and winter walks,No,Local Guide/Info/Blogs
Vanakbara Beach,Beach,20.8877,70.0794,Vanakbara Diu Gujarat,4.1,81,Regular,1,Relaxation,Fishing village beach with blue water near jetty,No,Local Guide/Info/Blogs
Porbandar Bird Sanctuary,Wildlife Sanctuary,21.6271,69.6031,Porbandar Gujarat,4.4,205,Regular,1.2,Relaxation,Mini sanctuary home to flamingos pelicans storks seasonally,No,Forest Dept
Sun Temple Gop,Historic Temple,22.3846,69.9934,Gop Dwarka Gujarat,4.3,92,Regular,1,Spiritual,Ruined ancient Sun temple built by Maitraka kings,No,TripAdvisor
Chotila Mata Temple,Temple,22.7191,71.6134,Chotila Surendranagar Gujarat,4.7,1960,Regular,1.2,Spiritual,Famous hilltop Chamunda temple with 600 steps and vistas,Yes,TripAdvisor
Bhavnagar Gandhi Smriti,Museum,21.7611,72.1512,Bhavnagar Gujarat,4.4,180,Regular,1,Cultural,Museum with relics and personal articles of Mahatma Gandhi,No,Local Guide/Info/Blogs
Iscon Mall Shopping,Shopping,23.0378,72.5168,Vastrapur Ahmedabad Gujarat,4.3,740,Moderate,1.5,Shopping,Modern retail complex with food court cinema fashion,No,TripAdvisor
Darbargadh Palace Dhoraji,Heritage Site,21.734,70.4454,Dhoraji Rajkot Gujarat,4.3,97,Regular,1,Cultural,Princely palace with stone archways and museum exhibits,No,Local Guide/Info/Blogs
Sabarmati Riverfront Flower Park,Urban Park,23.0446,72.5605,Sabarmati Ahmedabad Gujarat,4.5,1800,Regular,1,Relaxation,Festival destination for flower show gardens and recreation,No,Gujarat Tourism
Dandi Salt Satyagraha Memorial,Memorial,21.6011,72.6936,Dandi Navsari Gujarat,4.5,180,Regular,1,Relaxation,Modern memorial park at historic site of Salt March,Yes,TripAdvisor
White Desert Camp,Rann Experience,23.7335,69.858,Dhorodo Kutch Gujarat,4.7,1200,Premium,2.5,Cultural,Famous luxury tent resort for dazzling salt desert festival,Yes,TripAdvisor
Bhuj Market,Market,23.2447,69.6734,Bhuj Kutch Gujarat,4.2,500,Regular,1,Shopping,Lively market with local crafts textiles and snacks,No,Local Guide/Info/Blogs
Sidhpur Stepwell,Stepwell,23.9257,72.3679,Sidhpur Patan Gujarat,4.1,58,Regular,1,Cultural,Historic baori known for its stepped design,No,Local Guide/Info/Blogs
Armed Forces Museum,Military Museum,23.2159,72.6378,Gandhinagar Gujarat,4.3,360,Moderate,1.5,Cultural,Displays of Indian military history and arms,No,Local Guide/Info/Blogs
New Ranip Market,Market,23.0562,72.591,Ranip Ahmedabad Gujarat,4,250,Regular,1,Shopping,Busy market for textiles and daily needs,No,Local Guide/Info/Blogs
Bhognath Mahadev Temple,Temple,21.4852,70.8357,Gir Somnath Gujarat,4.4,510,Regular,1,Spiritual,Revered holy Shiva temple with vibrant worship,No,TripAdvisor
Bhilad Urban Park,Urban Park,20.7745,72.9041,Bhilad Valsad Gujarat,4.1,90,Regular,1,Relaxation,Well maintained green space with play areas,No,Local Guide/Info/Blogs
Songadh Fortress Ruins,Ruins,21.1807,73.5614,Songadh Tapi Gujarat,4,41,Regular,1.5,Adventure,Rusted fort ruins on a strategic hilltop,No,Local Guide/Info/Blogs
Badi Stepwell,Stepwell,23.0748,72.5947,Badi Ahmedabad Gujarat,4.1,53,Regular,1,Cultural,Medieval stepwell with tiered steps and pillars,No,Local Guide/Info/Blogs
Dahod Clock Tower,Landmark,22.8401,73.0536,Dahod Gujarat,4.1,136,Regular,1,Cultural,Historic clock tower in town center,No,Local Guide/Info/Blogs
Narmada Riverside Walkway,Urban Trail,21.8327,73.7219,Narmada Gujarat,4.3,520,Regular,1.5,Relaxation,Scenic riverside walkway with gardens benches,No,Local Guide/Info/Blogs
Ranipur Birdwatch,Wildlife Spot,21.6805,70.6783,Ranipur Rajkot Gujarat,4.2,95,Regular,1.5,Relaxation,Quiet wetlands supporting migratory birds,No,Forest Dept
Khedbhram Jain Hall,Temple,23.7177,72.4254,Visnagar Mehsana Gujarat,4.3,137,Regular,1,Spiritual,Historic marble Jain worship hall with carvings,No,Jain Sites
Sankheda Market,Market,22.2717,73.115,Sankheda Vadodara Gujarat,4.3,880,Regular,1,Shopping,Market known for lacquered wood furniture and crafts,No,Local Guide/Info/Blogs
Halol Stepwell,Stepwell,22.5641,73.3505,Halol Panchmahal Gujarat,4,45,Regular,1,Cultural,Ancient stepwell with elaborate stonework,No,Local Guide/Info/Blogs
Jasdan Stepwell,Stepwell,22.0337,71.2054,Jasdan Rajkot Gujarat,4,47,Regular,1,Cultural,Old baori with stone pillars and steps,No,Local Guide/Info/Blogs
Rajoli Fort Ruins,Ruins,22.5739,70.6762,Rajoli Rajkot Gujarat,4.1,81,Regular,1.5,Adventure,Remnants of old fort atop small hill,No,Local Guide/Info/Blogs
Mahuva Town Square,Market,21.1042,71.8403,Mahuva Bhavnagar Gujarat,4.2,220,Regular,1,Shopping,Vibrant town square with shops and cafes,No,Local Guide/Info/Blogs
Padra Stepwell,Stepwell,22.3321,72.5762,Padra Vadodara Gujarat,4,48,Regular,1,Cultural,Stepped water reservoir with heritage significance,No,Local Guide/Info/Blogs
Vijapur Stepwell,Stepwell,23.5648,72.748,Vijapur Mehsana Gujarat,4.2,53,Regular,1,Cultural,Old baori known for its fine stone carvings,No,Local Guide/Info/Blogs
Vasalwadi Hilltop,Scenic Spot,23.011,72.659,Vasalwadi Gandhinagar Gujarat,4,85,Regular,1.5,Relaxation,Hill overlooking peaceful countryside views,No,Local Guide/Info/Blogs
Botad Botanical Garden,Garden,22.1679,71.0786,Botad Gujarat,4.1,65,Regular,1.5,Relaxation,Small botanical garden showcasing regional flora,No,Local Guide/Info/Blogs
Dumurli Stepwell,Stepwell,23.189,72.6697,Dumurli Ahmedabad Gujarat,4,45,Regular,1,Cultural,Hidden village baori with tiered water access,No,Local Guide/Info/Blogs
Vadatal Riverfront,Scenic Spot,22.4503,72.9126,Vadatal Anand Gujarat,4.2,90,Regular,1,Relaxation,Calm riverfront favored by locals for picnics,No,Local Guide/Info/Blogs
Shamlaji Market,Market,23.0953,73.0291,Shamlaji Aravalli Gujarat,4.2,430,Regular,1,Shopping,Fair with handicrafts textiles typical of region,No,Local Guide/Info/Blogs
Patan Talav,Lake,23.8559,72.1134,Patan Gujarat,4.3,125,Regular,1,Relaxation,Old lake with peaceful lakeside walking paths,No,Local Guide/Info/Blogs
Wankaner Stepwell,Stepwell,22.834,70.9712,Wankaner Rajkot Gujarat,4.1,48,Regular,1,Cultural,Medieval water well with elaborate steps,No,Local Guide/Info/Blogs
Dumas Black Sand Beach,Beach,21.1854,72.7879,Dumas Surat Gujarat,4.3,5700,Regular,2,Relaxation,Black sand beach popular for local strolls and food,Yes,TripAdvisor
Bhadra Talav,Lake,22.6045,72.9305,Bhadra Anand Gujarat,4.2,78,Regular,1,Relaxation,Calm urban pond with community fishing activities,No,Local Guide/Info/Blogs
Santanpur Stepwell,Stepwell,22.7451,72.9873,Santanpur Rajkot Gujarat,4.1,50,Regular,1,Cultural,Quiet old stepwell in farming village,No,Local Guide/Info/Blogs
Chhalodi Urban Lake,Urban Lake,22.9517,72.9974,Chhalodi Ahmedabad Gujarat,4,54,Regular,1,Relaxation,Manmade pond within growing neighborhood,No,Local Guide/Info/Blogs
Shiyalbet Birdwatching Site,Nature Spot,21.7281,72.1401,Bharuch Gujarat,4.3,90,Regular,2,Relaxation,Natural habitat with rich avian diversity,No,Forest Dept
Sursagar Lake,Lake,22.3047,70.7966,Rajkot Gujarat,4.2,360,Regular,1,Relaxation,Central water body popular for morning walking,No,Local Guide/Info/Blogs
Joravarnagar Urban Steps,Ghat,22.716,71.627,Joravarnagar Surendranagar Gujarat,4,50,Regular,1,Spiritual,Village steps leading to temple river for ceremonies,No,Local Guide/Info/Blogs
Parnera Fort Hilltop,Fort,20.5652,72.9726,Parnera Valsad Gujarat,4.2,488,Regular,1.5,Adventure,Ancient hill fort with panoramic views of Valsad,No,Local Guide/Info/Blogs
Rajkot Cricket Ground,Sports Venue,22.3048,70.7829,Rajkot Gujarat,4.2,1310,Regular,2,Family,Popular ground hosting national and local cricket matches,No,Local Sports Authority
Morbi Old Town Heritage,Heritage Area,22.8114,70.8401,Morbi Rajkot Gujarat,4.2,780,Regular,2,Cultural,Historic core of town with royal architecture and markets,No,Local Guide/Info/Blogs
Kalidhar Baoli,Stepwell,23.1237,72.6127,Kalidhar Ahmedabad Gujarat,4.2,78,Regular,1,Cultural,Small stepwell surrounded by old residential locality,No,Local Guide/Info/Blogs
Kakoshi Baoli,Stepwell,23.7964,72.1649,Kakoshi Patan Gujarat,4.1,37,Regular,1,Cultural,Ancient stepwell with intricately carved stairs,No,Local Guide/Info/Blogs
Bhuj Stepwell Ruins,Ruins,23.2378,69.6832,Bhuj Kutch Gujarat,4.2,225,Regular,1,Cultural,Remains of historic baori in old city area,No,Local Guide/Info/Blogs
Surendranagar Lake,Lake,22.7161,71.6344,Surendranagar Gujarat,4,52,Regular,1,Relaxation,Lake surrounded by park area and trails,No,Local Guide/Info/Blogs
Kheda Ghatside Steps,Ghat,22.7443,72.6427,Kheda Kheda Gujarat,4.1,44,Regular,1,Spiritual,Steps along river used for rituals and festive fairs,No,Local Guide/Info/Blogs
Kanjari Stepwell,Stepwell,23.0455,72.5818,Kanjari Ahmedabad Gujarat,4,72,Regular,1,Cultural,Ancient baori in rural outskirts,No,Local Guide/Info/Blogs
Viramgam Fort Ruins,Fort,23.1179,72.0498,Viramgam Ahmedabad Gujarat,4.1,103,Regular,1.5,Adventure,Old mud fort with parts crumbled but atmospheric,No,Local Guide/Info/Blogs
Vejalpur Lake,Lake,23.0348,72.5032,Vejalpur Ahmedabad Gujarat,4.1,97,Regular,1,Relaxation,Urban waterbody popular for evening crowds,No,Local Guide/Info/Blogs
Lunavada Palace,Palace,22.4338,73.8862,Lunavada Panchmahal Gujarat,4.1,320,Regular,1.5,Cultural,Heritage palace reflecting princely architecture and gardens,No,Local Guide/Info/Blogs
Kadasar Stepwell,Stepwell,23.485,70.2456,Kadasar Kutch Gujarat,4,60,Regular,1,Cultural,Ancient stepwell serving local village water needs,No,Local Guide/Info/Blogs
Chandrapur Jain Temple,Temple,22.7765,72.3481,Chandrapur Anand Gujarat,4.3,210,Regular,1,Spiritual,Marble temple visited by regional Jain community,No,Jain Sites
Kukda Hill,Scenic Hill,23.5209,72.0224,Kukda Mehsana Gujarat,4.1,75,Regular,1.5,Adventure,Hill offering panoramic views and nature walks,No,Local Guide/Info/Blogs
Kheda Fort Ruins,Ruins,22.7492,72.6388,Kheda Kheda Gujarat,4,84,Regular,1,Adventure,Ruins of historic fort still visible in central town,No,Local Guide/Info/Blogs
Vyara Riverfront,Scenic Spot,21.115,73.3695,Vyara Tapi Gujarat,4.2,110,Regular,1,Relaxation,Peaceful riverbank with walking paths and greenery,No,Local Guide/Info/Blogs
Ratanpur Jain Haveli,Temple,22.9475,70.9816,Ratanpur Junagadh Gujarat,4.3,150,Regular,1,Spiritual,Heritage Jain temple known for detailed carvings,No,Jain Heritage List
Chorvadi Stepwell,Stepwell,22.8831,72.918,Chorvadi Anand Gujarat,4.1,63,Regular,1,Cultural,Quiet stepwell with local historic significance,No,Local Guide/Info/Blogs
Pungam Lake,Lake,21.13,70.2805,Pungam Dwarka Gujarat,4,44,Regular,1,Relaxation,Freshwater lake attracting migratory birds seasonally,No,Local Guide/Info/Blogs
Kothara Boat Basin,Harbor,23.4347,68.7099,Kothara Kutch Gujarat,4.2,120,Regular,1,Adventure,Small boat harbor near traditional fishing village,No,Local Guide/Info/Blogs
Vadgama Stepwell,Stepwell,23.0951,72.5222,Vadgama Ahmedabad Gujarat,4,55,Regular,1,Cultural,Traditional water baori used in community gatherings,No,Local Guide/Info/Blogs
Jambughoda Garden,Botanical Garden,22.3899,73.0489,Jambughoda Panchmahal Gujarat,4.3,210,Regular,1.5,Relaxation,Garden with variety of trees and picnic spots,No,Local Guide/Info/Blogs
Abhavalli Fort,Fort,23.1315,72.5367,Abhavalli Ahmedabad Gujarat,4.1,110,Regular,1.5,Adventure,Ruins of a medieval fort overlooking valley,No,Local Guide/Info/Blogs
Bajrangbali Temple,Temple,22.5512,73.139,Bajrangpura Vadodara Gujarat,4.3,320,Regular,1,Spiritual,Popular Hanuman shrine with active local worship,No,Local Guide/Info/Blogs
Nani Rampura Stepwell,Stepwell,22.621,72.0054,Nani Rampura Bhavnagar Gujarat,4,72,Regular,1,Cultural,Village baori with artistic stonework and stairs,No,Local Guide/Info/Blogs
Veraval Ropeway,Recreational Activity,20.9091,70.3689,Veraval Gir Somnath Gujarat,4.4,680,Regular,1.5,Adventure,Aerial ropeway with views over sea and city,No,Local Guide/Info/Blogs
Alsana Lake,Lake,22.8517,73.1964,Alsana Navsari Gujarat,4.1,36,Regular,1,Relaxation,Rural lake favored for boating and birdwatching,No,Local Guide/Info/Blogs
Bagasara Heritage Market,Market,21.5277,71.2859,Bagasara Amreli Gujarat,4,174,Regular,1,Shopping,Old town marketplace known for spices and textiles,No,Local Guide/Info/Blogs
Zala Stepwell,Stepwell,22.9798,72.9283,Zala Panchmahal Gujarat,4,53,Regular,1,Cultural,Stepped water structure with stone carvings,No,Local Guide/Info/Blogs
Vadgam Natural Springs,Nature Spot,23.6688,72.7385,Vadgam Banaskantha Gujarat,4,90,Regular,1.2,Relaxation,Hidden springs used by locals for ritual baths,No,Local Guide/Info/Blogs
Mahuva Ancient Tank,Water Tank,21.1072,71.8316,Mahuva Bhavnagar Gujarat,4,30,Regular,1,Relaxation,Historic tank providing water for village agriculture,No,Local Guide/Info/Blogs
Kherkuva Stepwell,Stepwell,22.8704,72.9455,Kherkuva Anand Gujarat,4.1,42,Regular,1,Cultural,Typical baori crafted from local sandstone,No,Local Guide/Info/Blogs
Navi Mandvi Beach,Beach,22.668,70.2094,Mandvi Kutch Gujarat,4.3,290,Regular,2,Relaxation,Less crowded sandy beach popular with local families,No,Local Guide/Info/Blogs
Rampara Forest Reserve,Wildlife Sanctuary,22.0877,70.9975,Rampara Rajkot Gujarat,4.3,280,Regular,3,Adventure,Forest sanctuary home to rare mammals and birds,No,Forest Dept
Kakasa Talav,Water Body,23.2669,72.5357,Kakasa Gandhinagar Gujarat,4,45,Regular,1,Relaxation,Calm village water body with scenic views,No,Local Guide/Info/Blogs
Limbadi Heritage Palace,Palace,23.2379,72.6851,Limbadi Gandhinagar Gujarat,4.1,108,Regular,1.5,Cultural,Well preserved royal palace with elegant architecture,No,Local Guide/Info/Blogs
Timbhi Dam,Reservoir,22.335,70.6862,Timbhi Jamnagar Gujarat,4.1,55,Regular,1.3,Relaxation,Dam reservoir used for agriculture and fishing,No,Local Guide/Info/Blogs
